intervals,technique,fold,horizon,cosine,rmse,er_pred,er_actual
75,ar2,0,7,0.03799280923965709,5.348994123289674,4.717488884926127,4.190335878175664
75,ar2,1,7,0.04812670896929727,5.452533908831558,5.08684110272413,4.397161664618012
75,ar2,2,7,0.03970542675233335,4.777359700406025,5.398883333388298,4.8092273012354765
75,ar2,3,7,0.018634518233182518,3.2431141859637256,5.473538646320184,4.721859584796138
75,ar2,4,7,0.06470858196357965,6.445003883662009,5.051335317842388,4.3093610230777575
75,ar2,5,7,0.029802536218931475,4.110766990438684,5.4872606214903445,4.528345036766333
75,ar2,6,7,0.027079120408487478,4.041770671488467,5.752723539363028,4.670928556716118
75,ar2,7,7,0.03432349043385707,4.540115406905628,5.667638460563921,4.545408870439585
75,ar2,8,7,0.6659069652404626,52.75082917871925,7.146251413679925,5.032552500474465
75,ar2,9,7,0.056034446613507094,5.851501179605207,5.483288695317222,4.104181457846501
75,ar2,0,8,0.019001305173475203,3.6445239685944646,4.906563653428281,4.4039336870562895
75,ar2,1,8,0.04212260349761687,5.544771723413412,4.645775785525261,4.190335878175664
75,ar2,2,8,0.043958856560527226,5.256290030915252,5.106992888145144,4.397161664618012
75,ar2,3,8,0.040193943183091774,4.804126726295336,5.4252552966638445,4.8092273012354765
75,ar2,4,8,0.028184743985721905,3.9148917908376006,5.561918590459094,4.721859584796138
75,ar2,5,8,0.06968992348313274,6.638603104029582,5.057310101574054,4.3093610230777575
75,ar2,6,8,0.021667498304762556,3.597952714173802,5.465678047618903,4.528345036766333
75,ar2,7,8,0.028060348461864115,4.115920017036068,6.007821052347737,4.670928556716118
75,ar2,8,8,0.802362692292608,86.18916135823576,6.978017760200714,4.545408870439585
75,ar2,9,8,0.3953110965879436,22.00576460024011,6.714686310631058,5.032552500474465
75,ar2,0,9,0.02094179486509573,3.4297804812674633,5.325514010916649,4.727099647399969
75,ar2,1,9,0.02465540961587287,4.018312546547925,4.992472298535991,4.4039336870562895
75,ar2,2,9,0.03905971710316891,5.421292488451337,4.73963721242419,4.190335878175664
75,ar2,3,9,0.04444741341603875,5.281197594585213,5.114479622753823,4.397161664618012
75,ar2,4,9,0.0487124740238436,5.236856334752489,5.537495050810742,4.8092273012354765
75,ar2,5,9,0.04056209313773085,4.67078069819059,5.637874102382658,4.721859584796138
75,ar2,6,9,0.05897621443256096,6.205614365260153,5.038114193082207,4.3093610230777575
75,ar2,7,9,0.024348763496466752,3.811506734164386,5.857456849296527,4.528345036766333
75,ar2,8,9,0.7898094858776619,87.0291583660349,7.076083136417011,4.670928556716118
75,ar2,9,9,0.676363645840425,48.19545084564732,6.612400772792743,4.545408870439585
75,ar2,0,10,0.020870744528360352,4.016658646452452,4.646864148072383,4.108971004641175
75,ar2,1,10,0.030480432271970725,4.079449052358987,5.582927318510971,4.727099647399969
75,ar2,2,10,0.0190708860148755,3.666134641582219,4.926498860642983,4.4039336870562895
75,ar2,3,10,0.04013890252366581,5.476989622872707,4.7326683826440155,4.190335878175664
75,ar2,4,10,0.05390637327561831,5.7142328473616715,5.242317836111809,4.397161664618012
75,ar2,5,10,0.06395324291539473,5.972887747972908,5.6286379585335355,4.8092273012354765
75,ar2,6,10,0.028196054100546153,3.922911789122667,5.563058708817495,4.721859584796138
75,ar2,7,10,0.05926229189097654,6.255250427618928,5.586226221003388,4.3093610230777575
75,ar2,8,10,0.12937797483101965,8.949836845153216,5.85072927760883,4.528345036766333
75,ar2,9,10,0.7475269496169014,68.97052155151067,6.900445172320218,4.670928556716118
75,ar2,0,11,0.04073893200168366,5.380853214755694,4.579436863108334,4.047962009604492
75,ar2,1,11,0.030493643378666002,4.588788492305842,4.8282878156230735,4.108971004641175
75,ar2,2,11,0.022857689548623217,3.5789574095286647,5.39542302558345,4.727099647399969
75,ar2,3,11,0.020396148737107267,3.762033739684024,4.970784144802714,4.4039336870562895
75,ar2,4,11,0.054698083050552904,6.115590679300387,4.807564439779007,4.190335878175664
75,ar2,5,11,0.07255611380479676,6.54983224245245,5.3434704022164645,4.397161664618012
75,ar2,6,11,0.04980051840874711,5.302649464749161,5.533657868043294,4.8092273012354765
75,ar2,7,11,0.022996099219900645,3.595430215908077,5.6977257132037575,4.721859584796138
75,ar2,8,11,0.9902121028133413,194.23949788203046,NA,4.3093610230777575
75,ar2,9,11,0.7108041697109826,63.89692120965267,6.469860525045656,4.528345036766333
75,ar2,0,12,0.01512139570894544,3.179103342649138,4.691008807897225,4.111118552934551
75,ar2,1,12,0.053014913929890106,5.94996068535133,4.762022122392993,4.047962009604492
75,ar2,2,12,0.020991492996104366,4.043607635478821,4.661197080195357,4.108971004641175
75,ar2,3,12,0.023328741287971688,3.6124790704394476,5.427993646239341,4.727099647399969
75,ar2,4,12,0.04137282520546737,4.993177918079089,5.112434274893237,4.4039336870562895
75,ar2,5,12,0.07808343472296142,7.098098462449746,4.880559271073019,4.190335878175664
75,ar2,6,12,0.05111627879120073,5.620667095451308,5.203004078271345,4.397161664618012
75,ar2,7,12,0.0492924785622223,5.295458317945222,5.798858927970917,4.8092273012354765
75,ar2,8,12,0.9990364494787422,514.613717436311,NA,4.721859584796138
75,ar2,9,12,0.11755445911295292,8.528044309931724,5.87772801905245,4.3093610230777575
75,ar2,0,13,0.028692028044491114,4.451057380022105,4.451536121861447,3.942581851835944
75,ar2,1,13,0.031167251173658927,4.282199417028269,4.994879702844504,4.111118552934551
75,ar2,2,13,0.04107479103017064,5.411807094872091,4.589980895674254,4.047962009604492
75,ar2,3,13,0.021893476469658557,4.103868797524362,4.702021356122024,4.108971004641175
75,ar2,4,13,0.0402809494176769,4.6660022497438085,5.51026907897673,4.727099647399969
75,ar2,5,13,0.07451352514080511,6.602829449381545,5.2152147573451195,4.4039336870562895
75,ar2,6,13,0.03765750991818706,5.376309032783304,4.822465781882432,4.190335878175664
75,ar2,7,13,0.05340248419663918,5.748556151114745,5.293166463151542,4.397161664618012
75,ar2,8,13,1.0309319500158853,832.8900542924355,NA,4.8092273012354765
75,ar2,9,13,0.9090505147934698,127.1768195287737,NA,4.721859584796138
75,ar2,0,14,0.01109392256581776,2.6573715203186326,4.548707407005496,4.15779297336246
75,ar2,1,14,0.044572827575631635,5.2893515156956115,4.416004611586076,3.942581851835944
75,ar2,2,14,0.015960765002857813,3.2641546954733465,4.713369396993605,4.111118552934551
75,ar2,3,14,0.041934494494326735,5.455564853790535,4.612823216621447,4.047962009604492
75,ar2,4,14,0.05107532958351313,5.661941722017231,4.884469405648902,4.108971004641175
75,ar2,5,14,0.07511777646491802,6.478541041526826,5.5888382495690765,4.727099647399969
75,ar2,6,14,0.022599116332211455,3.930367067955884,5.091975992303712,4.4039336870562895
75,ar2,7,14,0.03656820392790816,5.3350749593327915,4.774868349531258,4.190335878175664
75,ar2,8,14,1.0365340787589978,848.7670502541647,NA,4.397161664618012
75,ar2,9,14,1.003411922340205,328.93273798851294,NA,4.8092273012354765
75,ar2,0,15,0.02357760589855673,3.6366680750471274,4.925868920252793,4.355436756058691
75,ar2,1,15,0.033359686466722716,4.301131478304332,4.695481184801528,4.15779297336246
75,ar2,2,15,0.028851900557939292,4.475132303562799,4.4501652733684045,3.942581851835944
75,ar2,3,15,0.016761432607780846,3.3278790425822753,4.757779551740335,4.111118552934551
75,ar2,4,15,0.0708273177543326,6.711982279426261,4.729958263474349,4.047962009604492
75,ar2,5,15,0.10158406881313509,7.889381673713312,4.996960847045144,4.108971004641175
75,ar2,6,15,0.04456318382107016,4.9021804783283045,6.130427463817494,4.727099647399969
75,ar2,7,15,0.017943868574461397,3.6316877075429845,4.966483722668583,4.4039336870562895
75,ar2,8,15,0.888128535984928,103.08782435217947,NA,4.190335878175664
75,ar2,9,15,1.0260641417350158,532.4317154181273,NA,4.397161664618012
75,ar2,0,16,0.03768550225342182,5.219834018124788,4.168529538411057,3.7844049020041597
75,ar2,1,16,0.053364691353459226,5.375118299153058,5.3580395514137615,4.355436756058691
75,ar2,2,16,0.011192903764335349,2.6820271048349222,4.560874797227161,4.15779297336246
75,ar2,3,16,0.03022570747786646,4.557951020175987,4.507504722703558,3.942581851835944
75,ar2,4,16,0.05369463615702408,5.52609545942346,4.98523989988509,4.111118552934551
75,ar2,5,16,0.12757537422149023,8.989855161028343,4.838176459036742,4.047962009604492
75,ar2,6,16,0.0426485539867868,5.268445353692016,4.824093516017101,4.108971004641175
75,ar2,7,16,0.02266688660122973,3.5871415437000005,5.450061710424514,4.727099647399969
75,ar2,8,16,0.9781640019946688,1834.0861541824456,8.191703096867249,4.4039336870562895
75,ar2,9,16,1.0069581228903917,590.0419310024218,NA,4.190335878175664
75,ar2,0,17,0.024559184880095675,3.75464805909101,4.844083522955245,4.242637174306542
75,ar2,1,17,0.07193544295216048,6.7612291267277955,4.449072984998035,3.7844049020041597
75,ar2,2,17,0.024744595443141004,3.725911908212698,4.973810016015747,4.355436756058691
75,ar2,3,17,0.012649663574723413,2.8197032714382093,4.654058261744419,4.15779297336246
75,ar2,4,17,0.07782399781695781,6.8300944587079595,4.7352008207848355,3.942581851835944
75,ar2,5,17,0.12701075101257708,8.819555385086788,5.149545303229739,4.111118552934551
75,ar2,6,17,0.06661144836060873,6.567238466143067,4.965349404498855,4.047962009604492
75,ar2,7,17,0.01899688445768377,3.961836158402696,4.674488276825653,4.108971004641175
75,ar2,8,17,0.9401417509888461,4921.725174930628,8.892863239625427,4.727099647399969
75,ar2,9,17,0.9599277483557066,283.65411461488367,NA,4.4039336870562895
75,ar2,0,18,0.019060095394791476,3.2673778950350485,5.178811568249849,4.4507789312477515
75,ar2,1,18,0.06858455342261349,6.1476320888133715,5.337042399304278,4.242637174306542
75,ar2,2,18,0.038341250337992294,5.269408328884517,4.168527688605518,3.7844049020041597
75,ar2,3,18,0.025785165340402094,3.797281948644235,5.068203585453209,4.355436756058691
75,ar2,4,18,0.06879925046499258,6.191605983857675,4.942058488660985,4.15779297336246
75,ar2,5,18,0.16818178280649732,10.435400005252742,4.892880012338667,3.942581851835944
75,ar2,6,18,0.03578485255442909,4.5865437798482,5.053293725417071,4.111118552934551
75,ar2,7,18,0.037169727354555926,5.24699976126289,4.630691077695215,4.047962009604492
75,ar2,8,18,0.9848552007471282,7999.218787292829,8.519065783466075,4.108971004641175
75,ar2,9,18,0.9180210933557744,600.5713601863508,7.8106145706541765,4.727099647399969
75,ar2,0,19,0.01924021211860738,3.316752380151213,4.999486753506976,4.381013936998307
75,ar2,1,19,0.06994635856819542,6.187788169082614,5.568596358713892,4.4507789312477515
75,ar2,2,19,0.02525617382578116,3.8107773059851096,4.9061662276468,4.242637174306542
75,ar2,3,19,0.03976290308371189,5.3439603011785355,4.219264030223311,3.7844049020041597
75,ar2,4,19,0.08355733513214114,6.825084915683145,5.367907476212626,4.355436756058691
75,ar2,5,19,0.1786444641017636,10.82356608708177,5.138201915899934,4.15779297336246
75,ar2,6,19,0.029323289034690947,4.517820230917011,4.567177570656249,3.942581851835944
75,ar2,7,19,0.018641109676926337,3.5189343152365216,4.775999413641132,4.111118552934551
75,ar2,8,19,0.9656135428359136,8200.487226285362,8.280570878487795,4.047962009604492
75,ar2,9,19,0.979558969568247,2113.4118933078253,7.797097516649969,4.108971004641175
75,ar2,0,20,0.01809716899730318,3.248235509917847,5.078518131990847,4.308202576426226
75,ar2,1,20,0.07751084812999176,6.571407801577317,5.287830475585079,4.381013936998307
75,ar2,2,20,0.019863172824647224,3.337880688383743,5.233097414285963,4.4507789312477515
75,ar2,3,20,0.026367651123271774,3.8857619623897683,5.033636251208493,4.242637174306542
75,ar2,4,20,0.1125432560218036,8.38526439832274,4.506431858960673,3.7844049020041597
75,ar2,5,20,0.2057974150758476,11.906557721963267,5.597252832637798,4.355436756058691
75,ar2,6,20,0.012280109654492888,2.806490044447484,4.6728536540688825,4.15779297336246
75,ar2,7,20,0.02529977593372157,4.298387924007494,4.470135003498006,3.942581851835944
75,ar2,8,20,0.9587622173503308,1111.3002753996352,8.340133859026361,4.111118552934551
75,ar2,9,20,0.9636143115711105,3897.408951547099,7.92218958991299,4.047962009604492
75,ar2,0,21,0.020318019713174706,3.796531650205698,4.395239646897357,3.9048399941889467
75,ar2,1,21,0.09409110567276358,7.308196345897078,5.553480397565904,4.308202576426226
75,ar2,2,21,0.018886377999718484,3.2976412995424753,5.019333521478267,4.381013936998307
75,ar2,3,21,0.02120250059165596,3.439481060910684,5.354052540175073,4.4507789312477515
75,ar2,4,21,0.10352528716485221,7.724130623341665,5.408587739351809,4.242637174306542
75,ar2,5,21,0.2570504057418791,13.913486976475047,4.69921186460128,3.7844049020041597
75,ar2,6,21,0.03875452822461156,4.590221160780008,5.200839282116075,4.355436756058691
75,ar2,7,21,0.010617119617551185,2.674066007690374,4.664939062611326,4.15779297336246
75,ar2,8,21,1.0058117162923583,17434.269420941622,NA,3.942581851835944
75,ar2,9,21,0.9693419713031982,4969.161380514847,9.127178421698309,4.111118552934551
75,ar2,0,22,0.020318940469234215,3.5088912447938556,4.809726633471649,4.212451010948466
75,ar2,1,22,0.11146563239549723,8.203363453760604,5.016155035456604,3.9048399941889467
75,ar2,2,22,0.01759558019869767,3.2176377685701896,5.0869286336376724,4.308202576426226
75,ar2,3,22,0.020229707347601544,3.401186125761944,5.122402967123129,4.381013936998307
75,ar2,4,22,0.11313465483848595,8.11441642049887,5.71624006763628,4.4507789312477515
75,ar2,5,22,0.26742536941771167,14.49459463267528,5.688913185615698,4.242637174306542
75,ar2,6,22,0.07008698453677087,6.688074915289215,4.426156435433914,3.7844049020041597
75,ar2,7,22,0.029028210458460046,4.032006015735716,5.331607657485258,4.355436756058691
75,ar2,8,22,1.0066995380747958,47130.49930438088,NA,4.15779297336246
75,ar2,9,22,0.989218621453911,3677.195877304532,7.80098464869552,3.942581851835944
75,ar2,0,23,0.021331206456559726,3.593253231128134,5.133072538656764,4.313821933938209
75,ar2,1,23,0.1296488010727722,8.813051847703147,5.278791605988338,4.212451010948466
75,ar2,2,23,0.021172738946190428,3.873723649259042,4.411089225787933,3.9048399941889467
75,ar2,3,23,0.019115604540731024,3.33777369975997,5.181342397996688,4.308202576426226
75,ar2,4,23,0.13144685665092515,8.853140353738263,5.584946887676801,4.381013936998307
75,ar2,5,23,0.30152610059932794,15.990508270976754,5.983042096193225,4.4507789312477515
75,ar2,6,23,0.07002781236126565,6.210852463601912,5.3342141257393125,4.242637174306542
75,ar2,7,23,0.03484057151315523,5.124704615361056,4.279337540799227,3.7844049020041597
75,ar2,8,23,1.028141969711375,76904.45409646377,NA,4.355436756058691
75,ar2,9,23,0.9988532333758096,1886.42259479571,NA,4.15779297336246
75,ar2,0,24,0.02864558195068201,4.3569939338921895,4.663936087581152,4.035043608733934
75,ar2,1,24,0.15074430242269066,9.652711070857212,5.6685961682412875,4.313821933938209
75,ar2,2,24,0.020854621688311092,3.5599651668856147,4.813408213953633,4.212451010948466
75,ar2,3,24,0.02149742849009284,3.8950013543732225,4.428154850376557,3.9048399941889467
75,ar2,4,24,0.14878302291197665,9.542485139389758,5.6665103364276845,4.308202576426226
75,ar2,5,24,0.3471906085108659,17.89483834276106,5.913134573089996,4.381013936998307
75,ar2,6,24,0.05816819312368593,5.600661127775803,5.596534177229749,4.4507789312477515
75,ar2,7,24,0.031050919428440737,4.210375408464285,5.24506538869888,4.242637174306542
75,ar2,8,24,1.0063254252167904,79322.79270061308,NA,3.7844049020041597
75,ar2,9,24,1.0271498341467635,12790.110087516747,NA,4.355436756058691
75,ar4,0,0,0.023589041958882784,4.122820516102424,5.080647301787284,4.545408870439585
75,ar4,1,0,0.018493566484355295,3.0563542296754873,5.459915954921608,5.032552500474465
75,ar4,2,0,0.04437905992113966,5.276277393691653,4.8825956311843495,4.104181457846501
75,ar4,3,0,0.013539275524873218,2.780508075896771,5.023630310888615,4.462647390687442
75,ar4,4,0,0.03183602179000922,4.217263290460208,5.095602276251347,4.5267389085736385
75,ar4,5,0,0.04616043449363405,5.095487440674263,5.417642046776622,4.829241158711842
75,ar4,6,0,0.08366051175686828,7.912010750581182,5.326810530936139,4.327482091757218
75,ar4,7,0,0.04089288083988463,5.508877113092734,4.638761579293916,4.146709153242097
75,ar4,8,0,0.03317764477940188,4.624185875591633,6.1585743756076035,4.63495999974222
75,ar4,9,0,0.09416460018387196,7.381666993959566,5.977956746923468,4.547226692983608
75,ar4,0,1,0.032481099293008464,4.3807020595181845,5.461430493036135,4.670928556716118
75,ar4,1,1,0.030417438725048762,4.538457986179421,5.153175469931425,4.545408870439585
75,ar4,2,1,0.017651668707799772,2.979493566299191,5.528957526060821,5.032552500474465
75,ar4,3,1,0.04508957297056859,5.396363406181838,4.862210109695888,4.104181457846501
75,ar4,4,1,0.01800142077222955,3.2198160438566727,5.10967061425933,4.462647390687442
75,ar4,5,1,0.0495294167268282,5.25889046773747,6.090592702788359,4.5267389085736385
75,ar4,6,1,0.061557413780001125,5.905411134277132,6.333883453100111,4.829241158711842
75,ar4,7,1,0.15006309496820713,9.751240601827075,5.72989722692749,4.327482091757218
75,ar4,8,1,0.057748075409449595,6.197028894910315,4.994518453892587,4.146709153242097
75,ar4,9,1,0.044555061404303764,5.097020889373832,6.370427147760809,4.63495999974222
75,ar4,0,2,0.018793400809538285,3.486744055397966,5.169437225224667,4.528345036766333
75,ar4,1,2,0.03550789571111068,4.57217789179484,4.969178653586407,4.670928556716118
75,ar4,2,2,0.02891278590578783,4.360803971143999,5.242090218321287,4.545408870439585
75,ar4,3,2,0.023184367733624422,3.4136070351886825,5.58090776779025,5.032552500474465
75,ar4,4,2,0.18362270038231177,10.974217807401395,5.309325607062927,4.104181457846501
75,ar4,5,2,0.06718750431842757,6.07750873102744,5.941202217988694,4.462647390687442
75,ar4,6,2,0.018543088107388805,3.302349424375156,5.984805162023522,4.5267389085736385
75,ar4,7,2,0.29754552960894665,14.97104114479322,7.062601671143072,4.829241158711842
75,ar4,8,2,0.21223505123666997,11.436915064898407,5.910966241349846,4.327482091757218
75,ar4,9,2,0.059164259646746875,6.092045184391485,5.093163219767957,4.146709153242097
75,ar4,0,3,0.052954861653885965,5.910226174442934,4.971281560988697,4.3093610230777575
75,ar4,1,3,0.0287588436138847,4.116965501862054,4.954482994244915,4.528345036766333
75,ar4,2,3,0.02565742834710283,4.031099947538076,5.526063111984942,4.670928556716118
75,ar4,3,3,0.03323263267979848,4.636003809901233,5.333407752847345,4.545408870439585
75,ar4,4,3,0.11021972042267114,7.611794573399302,6.308391974023503,5.032552500474465
75,ar4,5,3,0.18689093643464216,11.089811856198414,5.970516529339382,4.104181457846501
75,ar4,6,3,0.030295630270359863,4.16332614095658,5.75399853339443,4.462647390687442
75,ar4,7,3,0.4419517443318992,24.368895390111838,6.86477831558011,4.5267389085736385
75,ar4,8,3,0.26510603210525097,12.833815830663807,NA,4.829241158711842
75,ar4,9,3,0.16639630029578423,10.21982844007318,5.86165193903931,4.327482091757218
75,ar4,0,4,0.016114988227451055,2.9973080600108992,5.420896260181402,4.721859584796138
75,ar4,1,4,0.09027487247003008,7.463159672817034,5.210857007437477,4.3093610230777575
75,ar4,2,4,0.01850047579081371,3.304492148374761,5.274705110525406,4.528345036766333
75,ar4,3,4,0.030931060732184545,4.321641601687852,5.541759771353557,4.670928556716118
75,ar4,4,4,0.5025238680702273,27.18697265044842,6.19236589478635,4.545408870439585
75,ar4,5,4,0.08181472264384393,6.6492726306169905,6.75216483773741,5.032552500474465
75,ar4,6,4,0.048562868507835644,5.5341701573315225,5.304514935761744,4.104181457846501
75,ar4,7,4,0.5623731573305003,34.230917503053384,6.5915402671557475,4.462647390687442
75,ar4,8,4,0.21709600435795173,11.899940979581135,NA,4.5267389085736385
75,ar4,9,4,0.1681347684308091,9.9517681971865,6.400833144639961,4.829241158711842
75,ar4,0,5,0.03923716968405011,4.74227787406223,5.16308788998098,4.8092273012354765
75,ar4,1,5,0.08093510419896988,6.805820015270573,5.663264585330932,4.721859584796138
75,ar4,2,5,0.06066260175509641,6.235024189086229,5.009445395517931,4.3093610230777575
75,ar4,3,5,0.019795650054360348,3.3753671931444007,5.322050484076498,4.528345036766333
75,ar4,4,5,0.6380734910640767,35.39479635843691,NA,4.670928556716118
75,ar4,5,5,0.29237887575599564,15.465530876757466,6.708554193955629,4.545408870439585
75,ar4,6,5,0.03408524522872047,4.140433572813221,6.6603610209119095,5.032552500474465
75,ar4,7,5,0.6889500610073669,50.42928400545164,6.636931938105461,4.104181457846501
75,ar4,8,5,0.017295166355329572,3.221340748620193,5.5471658290880335,4.462647390687442
75,ar4,9,5,0.17500392252434904,10.390049641581207,5.892642461326896,4.5267389085736385
75,ar4,0,6,0.04079034183623331,5.097083175192419,4.908900539967386,4.397161664618012
75,ar4,1,6,0.16967290647766087,10.351080180747095,5.8214619468414925,4.8092273012354765
75,ar4,2,6,0.016837637896267355,3.0545547479781296,5.522282476325657,4.721859584796138
75,ar4,3,6,0.05880495767761029,6.144602174126873,5.006866910077059,4.3093610230777575
75,ar4,4,6,0.7730737586013576,92.31262959575164,6.480415587524284,4.528345036766333
75,ar4,5,6,0.14278255611357182,9.417315366388777,6.366470815567421,4.670928556716118
75,ar4,6,6,0.05560500165620086,5.634753040355781,5.417577811767315,4.545408870439585
75,ar4,7,6,0.7856812433765502,96.08062481430633,7.923027367852127,5.032552500474465
75,ar4,8,6,0.4689191570932998,24.978525832084607,6.120111174732388,4.104181457846501
75,ar4,9,6,0.11084292012922814,7.956925277435742,5.605174475144991,4.462647390687442
75,ar4,0,7,0.038345889731261074,5.379944499142357,4.5215548671413055,4.190335878175664
75,ar4,1,7,0.26927783820569295,14.312311930239494,5.742098652431336,4.397161664618012
75,ar4,2,7,0.0383071193218717,4.683479762225134,5.377686594326202,4.8092273012354765
75,ar4,3,7,0.018159867949280817,3.165018491058504,5.4803858163087495,4.721859584796138
75,ar4,4,7,0.9650099575430274,149.30103720812664,NA,4.3093610230777575
75,ar4,5,7,0.5471922776430984,35.22733672300819,6.083604918472414,4.528345036766333
75,ar4,6,7,0.044383557029311516,5.013872972864582,5.652072998390235,4.670928556716118
75,ar4,7,7,0.903686446975082,211.07425377316102,7.104439284767154,4.545408870439585
75,ar4,8,7,0.7278535180160061,67.74247412649137,7.749048875657334,5.032552500474465
75,ar4,9,7,0.06442748429420675,6.23528697160937,5.499480484803634,4.104181457846501
75,ar4,0,8,0.0177059739816553,3.572009664162735,4.877473623359208,4.4039336870562895
75,ar4,1,8,0.39217675336655344,20.140000062034947,5.165784879512116,4.190335878175664
75,ar4,2,8,0.0434227954291071,5.249939558451887,5.074298486869243,4.397161664618012
75,ar4,3,8,0.04126869473357775,4.859729380046481,5.3705005388388685,4.8092273012354765
75,ar4,4,8,0.9264247050877195,338.7535764042149,8.1980455936511,4.721859584796138
75,ar4,5,8,0.41423887155605577,22.540437346321706,5.419396316415045,4.3093610230777575
75,ar4,6,8,0.049414994924607214,5.2384855884304615,5.6631945228121126,4.528345036766333
75,ar4,7,8,0.9235799164478983,423.39813141417557,7.234913107606514,4.670928556716118
75,ar4,8,8,0.8464285469425235,114.3187682492467,7.862906217180802,4.545408870439585
75,ar4,9,8,0.393127465884452,21.96422142782541,6.7310953082854,5.032552500474465
75,ar4,0,9,0.020107927983113227,3.3641115476993253,5.312724046513627,4.727099647399969
75,ar4,1,9,0.5223120019747142,28.518004579354475,5.684825532270747,4.4039336870562895
75,ar4,2,9,0.03670634528888861,5.339111604151012,4.690509090172274,4.190335878175664
75,ar4,3,9,0.04639003433455302,5.427371055782363,5.107999627618757,4.397161664618012
75,ar4,4,9,1.0243312550748518,606.4346397427489,NA,4.8092273012354765
75,ar4,5,9,0.7980691269040439,85.19932823818867,7.930801063599297,4.721859584796138
75,ar4,6,9,0.09605774926846,7.687850784571186,5.860938825352845,4.3093610230777575
75,ar4,7,9,0.9169209783218611,740.2105013692461,7.611383763676827,4.528345036766333
75,ar4,8,9,0.8380562277888909,121.17097988830008,7.438255362854203,4.670928556716118
75,ar4,9,9,0.6710536149203634,47.890219097834965,6.570501370208148,4.545408870439585
75,ar4,0,10,0.019766966080253412,3.9325081628644534,4.635015575909515,4.108971004641175
75,ar4,1,10,0.652064374958115,41.24631525594216,6.588034940314326,4.727099647399969
75,ar4,2,10,0.01729389406615034,3.5524110390559787,4.8953108192575625,4.4039336870562895
75,ar4,3,10,0.03808970213662766,5.4291674778998695,4.67923408804544,4.190335878175664
75,ar4,4,10,0.9346625596704768,1266.4219603928495,8.702243387220149,4.397161664618012
75,ar4,5,10,0.5413552634837888,31.368282611362947,7.060401801770977,4.8092273012354765
75,ar4,6,10,0.1593061845581718,9.97601665497697,6.643907118928656,4.721859584796138
75,ar4,7,10,0.9223294960407571,1190.0890298350528,7.527520349034937,4.3093610230777575
75,ar4,8,10,0.3702642081107602,19.919412487394734,6.531407260123936,4.528345036766333
75,ar4,9,10,0.7451086889324784,68.53179893379576,6.910626583273864,4.670928556716118
75,ar4,0,11,0.03925660426793243,5.305949290890194,4.57213000630633,4.047962009604492
75,ar4,1,11,0.7501046445955771,59.57348289724397,5.850459344772791,4.108971004641175
75,ar4,2,11,0.02155612139853036,3.485526692825732,5.353002960834181,4.727099647399969
75,ar4,3,11,0.018926368901298396,3.6810258165790866,4.944250399090331,4.4039336870562895
75,ar4,4,11,1.0260332837941755,2400.684302773734,NA,4.190335878175664
75,ar4,5,11,0.859230094661741,166.43025789778835,7.878031564372023,4.397161664618012
75,ar4,6,11,0.2103123442681365,11.8355080188193,6.478298598114204,4.8092273012354765
75,ar4,7,11,0.9639287453276225,1965.4286511934185,9.913310431374443,4.721859584796138
75,ar4,8,11,1.0109105507169736,264.52011734741086,NA,4.3093610230777575
75,ar4,9,11,0.7084604742339278,63.40521659864309,6.460048378972895,4.528345036766333
75,ar4,0,12,0.01442673261414229,3.128365028771707,4.661603130173832,4.111118552934551
75,ar4,1,12,0.8279796891123425,86.14023531441585,5.760565821633855,4.047962009604492
75,ar4,2,12,0.020011137201348173,3.956408291851056,4.653305345086376,4.108971004641175
75,ar4,3,12,0.02215839350995652,3.5261444149553633,5.360694018908026,4.727099647399969
75,ar4,4,12,0.9832738363341452,4837.794229011372,8.212249506671485,4.4039336870562895
75,ar4,5,12,0.15595808447786075,10.1418836475585,5.500688696748412,4.190335878175664
75,ar4,6,12,0.31284412332994926,16.235619897974953,6.618928725557354,4.397161664618012
75,ar4,7,12,0.9473556621820639,3590.8489809094767,10.259499986499154,4.8092273012354765
75,ar4,8,12,1.0084381876666328,745.0005898897416,NA,4.721859584796138
75,ar4,9,12,0.11979791344963098,8.617545145689398,5.8811044228889635,4.3093610230777575
75,ar4,0,13,0.028379692019327107,4.438687076039988,4.444367437859713,3.942581851835944
75,ar4,1,13,0.8770901646592973,124.38196815674823,6.789973948740884,4.111118552934551
75,ar4,2,13,0.03993067657298921,5.333083769026231,4.576635731125037,4.047962009604492
75,ar4,3,13,0.021565991877068202,4.043589018037565,4.682707863158725,4.108971004641175
75,ar4,4,13,1.0551571113377771,9367.356442354197,NA,4.727099647399969
75,ar4,5,13,0.9434127090617773,355.77545731827354,7.443898907689529,4.4039336870562895
75,ar4,6,13,0.31190209948957326,16.36447472869676,5.7522078450203615,4.190335878175664
75,ar4,7,13,0.9441229468300596,6959.262459551649,10.689449421484301,4.397161664618012
75,ar4,8,13,1.0372616313124952,1267.9664219826286,NA,4.8092273012354765
75,ar4,9,13,0.9082235524261937,126.33635394154132,NA,4.721859584796138
75,ar4,0,14,0.01076740414484656,2.632283257262931,4.52800600812845,4.15779297336246
75,ar4,1,14,0.9025111511945397,179.63620167140687,5.804004602414876,3.942581851835944
75,ar4,2,14,0.015034009724574027,3.174870714346602,4.685201079295861,4.111118552934551
75,ar4,3,14,0.04107450533551882,5.385779974554012,4.597527146083488,4.047962009604492
